sampleid,DATE,TARGET_TAXON,TOTAL
sample_183,12/12/2023,SPIOPHANES BOMBYX,12
sample_30,12/12/2023,LYSIDICE,20
sample_19,12/12/2023,BULLA STRIATA,2
sample_53,12/12/2023,CIROLANA CRANCHI,139
sample_132,12/12/2023,HALICARCINUS COOKII,11
sample_164,12/12/2023,SYLLIS ,25
sample_62,12/12/2023,ISCHNOCHITON,13
sample_145,12/12/2023,STIRACOLPUS PAGODA,31
sample_8,12/12/2023,MAERA SCHMIDTI,0
sample_127,12/12/2023,SABACO CAROLINAE,6
sample_102,12/12/2023,TANYSTYLUM ORBICULARE,36
sample_84,12/12/2023,EULIMASTOMA,23
sample_107,12/12/2023,ENIPO KINBERGI,16
sample_81,12/12/2023,AMPELISCA SPINIPES,4
sample_105,12/12/2023,HIPPOMEDON SERRATUS,7
sample_142,12/12/2023,SCHISTOMERINGOS PECTINATA,3
sample_16,12/12/2023,ZACLYS SARISSA,29
sample_93,12/12/2023,LUNELLA SMARAGDA,8
sample_141,12/12/2023,AGLAOPHAMUS CIRCINATA,32
sample_74,12/12/2023,MESOGINELLA TRYPHENENSIS,59
sample_171,11/24/2023,PHYLLODOCE LAMINOSA,13
sample_121,11/24/2023,NEPHTYS SIMONI,7
sample_73,11/24/2023,CILICAEA ,20
sample_62,11/24/2023,ONUPHIS OPALINA,8
sample_102,11/24/2023,HAMINELLA SOLITARIA,38
sample_170,11/24/2023,CAPRELLA SIMIA,29
sample_157,11/24/2023,HYDROIDES BISPINOSA,22
sample_179,11/24/2023,ANIMOCERADOCUS SEMISERRATUS,6
sample_113,11/24/2023,HETEROMYSIS FORMOSA,0
sample_193,11/24/2023,ANTHURA GRACILIS,18
sample_145,11/24/2023,ETEONE LEPTOTES,51
sample_127,11/24/2023,ONCHNESOMA STEENSTRUPII STEENSTRUPII,13
sample_23,11/24/2023,COSSURA PYGODACTYLATA,14
sample_72,11/24/2023,SPIO PETTIBONEAE,81
sample_31,11/24/2023,CLYMENELLA,50
sample_47,11/24/2023,CANCER PRODUCTUS,1
sample_43,11/24/2023,EXOSPHAEROMA FALCATUM,50
sample_199,11/24/2023,DOSINIA,29
sample_137,11/24/2023,CANCRIDAE,4
sample_55,11/24/2023,GASTROPODA,3
sample_70,11/24/2023,TETHYGENEIA LONGLEYI,15
sample_185,11/24/2023,PHOXICHILIDIUM,8
sample_123,11/24/2023,LIROBITTIUM ATTENUATUM,13
sample_151,11/24/2023,PUGETTIA RICHII,19
sample_150,11/24/2023,ISCHYROCERIDAE,4
sample_136,11/24/2023,SCOLOPLOS CAPENSIS,28
sample_9,11/24/2023,PARAONIDES PLATYBRANCHIA,12
sample_161,11/24/2023,SOLENOSTEIRA CANCELLARIA,10
sample_86,11/24/2023,TRAPEZIOPLAX TRIDENTATA,54
sample_126,11/24/2023,HAUSTORIIDAE,16
sample_109,11/24/2023,PISTA MACULATA,36
sample_124,11/24/2023,ATHANAS NITESCENS,2
sample_140,11/24/2023,VENUS CASINA,34
sample_48,11/24/2023,ETEONE CALIFORNICA,10
sample_135,11/24/2023,HETEROSQUILLA ,24
sample_46,11/24/2023,SALVATORIA MEDIODENTATA,3
sample_134,11/24/2023,PITHO ANISODON,0
sample_48,11/24/2023,LEPTON SQUAMOSUM,0
sample_143,11/24/2023,TUBIFICOIDES INSULARIS,14
sample_172,11/24/2023,GLYCERA SPHYRABRANCHA,21
sample_131,11/24/2023,ISCHNOCHITON,12
sample_10,11/24/2023,THEMISTE (THEMISTE) ALUTACEA,13
sample_23,11/24/2023,ELECTRA MONOSTACHYS,5
sample_151,11/24/2023,CIRCEIS ARMORICANA,14
sample_17,11/24/2023,DIADUMENE LEUCOLENA,7
sample_45,9/10/2023,NEOCRANGON COMMUNIS,4
sample_166,9/10/2023,EUPOLYMNIA NESIDENSIS,31
sample_23,9/10/2023,SPHAEROSYLLIS CALIFORNIENSIS,51
sample_170,9/10/2023,LILJEBORGIA ,10
sample_180,9/10/2023,LEPIDONOTUS POLYCHROMUS,22
sample_180,9/10/2023,HAMINOEA,0
sample_89,9/10/2023,MONOCOROPHIUM SEXTONAE,41
sample_30,9/10/2023,GAMMAROPSIS MACULATA,54
sample_115,9/10/2023,APSEUDES TALPA,0
sample_38,9/10/2023,CIRROPHORUS FURCATUS,11
sample_155,9/10/2023,TEREBELLIDES REISHI,30
sample_49,9/10/2023,PARAHAUSTORIUS LONGIMERUS,5
sample_14,9/10/2023,EUSYLLIS ASSIMILIS,1
sample_190,9/10/2023,EUPOLYMNIA,34
sample_97,9/10/2023,NEREIS (NEANTHES) MICROMMA,99
sample_8,9/10/2023,MACOMA TENTA,17
sample_11,9/10/2023,MACROCHAETA SEXOCULATA,34
sample_114,9/10/2023,EUCLYMENE LOMBRICOIDES,28
sample_57,9/10/2023,LIROBITTIUM QUADRIFILATUM,37
sample_160,9/10/2023,NEREIPHYLLA CASTANEA,5
sample_162,9/10/2023,CHAETODERMA ARGENTEUM,0
sample_132,9/10/2023,TELLIMYA TENELLA,11
sample_128,9/10/2023,ABLUDOMELITA OBTUSATA,8
sample_18,9/10/2023,OSTREIDAE,24
sample_61,9/10/2023,EUPANTHALIS KINBERGI,5
sample_124,9/10/2023,POLYCLADIDA,55
sample_40,9/10/2023,EUDORELLA PACIFICA,18
sample_121,9/10/2023,MACOMA BROTA,19
sample_88,12/9/2023,GNATHOPLEUSTES PUGETTENSIS,16
sample_153,12/9/2023,PSEUDOCUMA (PSEUDOCUMA) SIMILE,1
sample_137,12/9/2023,CAMPYLASPIS RUFA,15
sample_25,12/9/2023,TRANSENNELLA CONRADINA,10
sample_48,12/9/2023,LEUCOTHOE LILLJEBORGI,14
sample_136,12/9/2023,BIVALVIA,0
sample_142,12/9/2023,SYLLIS ALOSAE,2
sample_127,12/9/2023,MICROPHTHALMUS SCZELKOWII,3
sample_107,12/9/2023,LEPTOSYNAPTA CRASSIPATINA,7
sample_117,12/9/2023,EURYLANA ,10
sample_13,12/9/2023,GOLFINGIA (GOLFINGIA) VULGARIS VULGARIS,11
sample_171,12/9/2023,CAPITELLIDA,0
sample_193,12/9/2023,SPHAEROMA ,9
sample_117,12/9/2023,CLYMENELLA ,2
sample_179,12/9/2023,BRANIA,5
sample_196,12/9/2023,NEREIDIDAE,0
sample_107,12/9/2023,GLYCERA FALLAX,1
sample_88,12/9/2023,TEREBELLIDES ANGUICOMUS,0
sample_136,12/9/2023,ARICIDEA (ARICIDEA) FRAGILIS,16
sample_175,12/9/2023,HYALE PUGETTENSIS,5
sample_160,12/9/2023,PROTOHYALE (PROTOHYALE) FREQUENS,13
sample_185,12/9/2023,HEMICHORDATA,10
sample_171,12/9/2023,LEODICE AUSTRALIS,4
sample_73,12/9/2023,LYSIDICE ,0
sample_98,12/9/2023,RHODINE,19
sample_128,12/9/2023,PALLIOLUM TIGERINUM,11
sample_91,12/9/2023,AMPHARETE CRASSISETA,0
sample_182,12/9/2023,MICRURA LEIDYI,1
sample_52,12/9/2023,DULICHIELLA LECROYAE,10
sample_32,12/9/2023,CNIDARIA,3
sample_74,12/9/2023,APOCUMA ,1
sample_10,12/9/2023,GASTROSACCUS SPINIFER,9
sample_78,12/9/2023,AOROIDES EXILIS,15
sample_135,12/9/2023,AMPHICTEIS MIDAS,0
sample_67,12/9/2023,KURTZIELLA ATROSTYLA,2
sample_21,12/9/2023,SCALIBREGMATIDAE,3
sample_114,12/9/2023,CYCLASPIS ,4
sample_65,12/9/2023,SCOLETOMA HEBES,0
sample_16,12/9/2023,LUNATIA CATENA,3
sample_43,12/9/2023,MICROEULIMA HEMPHILLII,2
sample_93,12/9/2023,CYCLASPIS PLATYMERUS,1
sample_48,12/9/2023,LIMNORIA SIMULATA,12
sample_101,12/9/2023,DORIDACEA,6
sample_130,12/9/2023,EUCHONE BANSEI,10
sample_122,12/9/2023,VENERIDAE,1
sample_179,12/9/2023,AMPHIPORUS CAECUS,15
sample_42,12/9/2023,PHYLLODOCE,5
sample_34,12/9/2023,SPURWINKIA SALSA,6
sample_162,12/9/2023,SIGAMBRA BASSI,0
sample_73,12/9/2023,PHYLLODOCE HARTMANAE,1
sample_22,12/9/2023,CALIFORNICONUS CALIFORNICUS,8
sample_30,5/4/2023,POLYCIRRINAE,16
sample_200,5/4/2023,DIASTYLIS ABBREVIATA,4
sample_52,5/4/2023,GAMMAROPSIS ,2
sample_74,5/4/2023,PHYLLODOCE ,7
sample_161,5/4/2023,DIASTYLIS SENTOSA,7
sample_68,5/4/2023,STEPHENSONIANA,5
sample_37,5/4/2023,STHENELAIS BOA,3
sample_126,5/4/2023,CRIBRILINIDAE,2
sample_135,5/4/2023,DYOPEDOS,16
sample_62,5/4/2023,HYPERETEONE FAUCHALDI,1
sample_179,5/4/2023,PHOTIS,20
sample_40,5/4/2023,PULSELLUM SALISHORUM,9
sample_18,5/4/2023,SINOCOROPHIUM ALIENENSE,0
sample_133,5/4/2023,AMERICHELIDIUM AMERICANUM,4
sample_124,5/4/2023,LIMNODRILUS UDEKEMIANUS,10
sample_87,5/4/2023,BOUCHETRIPHORA PALLIDA,19
sample_90,5/4/2023,DYDMOCHELIA ,1
sample_141,5/4/2023,OSTREA CHILENSIS,14
sample_68,5/4/2023,HALCAMPA DECEMTENTACULATA,7
sample_8,5/4/2023,TELLINA NUCULOIDES,10
sample_20,5/4/2023,KEENAEA CENTIFILOSA,7
sample_144,5/4/2023,BHAWANIA HETEROSETA,0
sample_85,5/4/2023,OWENIA PETERSENAE,2
sample_112,5/4/2023,ONUPHIS IRIDESCENS,14
sample_167,5/4/2023,IDUNELLA KENSLEYI,27
sample_120,5/4/2023,PITAR SIMPSONI,15
sample_33,5/4/2023,CUSPIDARIIDAE,4
sample_73,5/4/2023,HARTMANIA MOOREI,13
sample_117,5/4/2023,ROXANIA SEMILAEVIS,1
sample_39,5/4/2023,ASPIDOSIPHON (AKRIKOS) ALBUS,17
sample_31,5/4/2023,CERATONEREIS MIRABILIS,16
sample_102,5/4/2023,PAREXOGONE HEBES,1
sample_185,5/4/2023,NAINERIS LAEVIGATA,6
sample_5,5/4/2023,SCOLELEPIS BONNIERI,8
sample_200,5/4/2023,AMPELISCA BURKEI,28
sample_8,5/4/2023,AUSTROMINIUS MODESTUS,9
sample_31,5/4/2023,NEOMYSIS,21
sample_174,5/4/2023,KIRKEGAARDIA DUTCHAE,14
sample_140,5/4/2023,MEIOCERAS NITIDUM,54
sample_49,5/4/2023,HEMILEPTON NITIDUM,8
sample_43,5/4/2023,LEPTOCHITON INQUINATUS,27
sample_6,5/4/2023,PETROLISTHES GALATHINUS,14
sample_58,5/4/2023,SINOCOROPHIUM,17
sample_21,5/4/2023,MYIDA,5
sample_49,5/4/2023,STREBLOSOMA INTESTINALE,6
sample_36,5/4/2023,KIRKEGAARDIA SIBLINA,30
sample_127,5/4/2023,APOCUMA ,6
sample_27,5/4/2023,PYTHINELLA CUNEATA,0
sample_62,5/4/2023,SYLLIDES FULVUS,34
sample_68,5/4/2023,CERITHIOPSIS,33
sample_29,5/4/2023,PARAONIDES PLATYBRANCHIA,2
sample_129,5/4/2023,EULIMA BIFASCIATA,3
sample_61,5/4/2023,PONTOGENEIIDAE,9
sample_9,5/4/2023,ITHYCYTHARA LANCEOLATA,17
sample_188,3/24/2023,MELINNA ELISABETHAE,35
sample_83,3/24/2023,LEPTOCHELA,68
sample_112,3/24/2023,PODOCERUS BRASILIENSIS,13
sample_12,3/24/2023,CAULLERIELLA CABBSI,53
sample_24,3/24/2023,AMERICAMYSIS BAHIA,4
sample_107,3/24/2023,NIKOIDES SCHMITTI,3
sample_51,3/24/2023,FIMBRIOSTHENELAIS,18
sample_96,3/24/2023,TURBONILLA INTERRUPTA,6
sample_134,3/24/2023,BALANUS ,10
sample_99,3/24/2023,ARICIDEA (ACMIRA) HORIKOSHII,1
sample_34,3/24/2023,PARAEDWARDSIA ARENARIA,4
sample_33,3/24/2023,MELINNA PALMATA,1
sample_86,3/24/2023,ARTHRITICA BIFURCA,14
sample_176,3/24/2023,STERNASPIS SCUTATA,39
sample_4,3/24/2023,SCYPHOPROCTUS,3
sample_22,3/24/2023,LAGIS,5
sample_58,3/24/2023,BRANCHIOSTOMA CALIFORNIENSE,4
sample_8,3/24/2023,HALCAMPIDAE,16
sample_95,3/24/2023,NUTRICOLA TANTILLA,16
sample_198,3/24/2023,ETEONE FLAVA,20
sample_54,3/24/2023,PITAR MORRHUANUS,5
sample_134,3/24/2023,AUSTROMAERA MASTERSII,47
sample_178,3/24/2023,MICROPODARKE DUBIA,13
sample_115,3/24/2023,PARADIALYCHONE DIAZI,9
sample_50,3/24/2023,TUBIFICOIDES PSEUDOGASTER,25
sample_134,3/24/2023,CIRROPHORUS FURCATUS,4
sample_24,3/24/2023,PROTOHAUSTORIUS,5
sample_78,3/24/2023,PHYLLODOCIDAE,44
sample_157,3/24/2023,ACROCIRRUS TRISECTUS,9
sample_73,3/24/2023,SPISULA SOLIDA,0
sample_107,3/24/2023,PSEUDOMYSTIDES LIMBATA,9
sample_76,3/24/2023,ETEONE ,41
sample_49,3/24/2023,SPHAERIIDAE,5
sample_193,3/24/2023,HYALELLA,1
sample_169,3/24/2023,PARAHAUSTORIUS,9
sample_124,7/23/2023,DENTATISYLLIS CAROLINAE,14
sample_78,7/23/2023,EUDORELLOPSIS ,4
sample_108,7/23/2023,PARAMPHINOME,1
sample_198,7/23/2023,HYALE PUGETTENSIS,4
sample_141,7/23/2023,NEPHTYS,0
sample_23,7/23/2023,TRICHOTROPIS CANCELLATA,7
sample_100,7/23/2023,DORVILLEIDAE,8
sample_105,7/23/2023,LUMBRINERIS CRUZENSIS,0
sample_191,7/23/2023,MACROCLYMENE SANTANDARENSIS,5
sample_129,7/23/2023,CLYMENELLA MUCOSA,1
sample_50,7/23/2023,QUESTA CAUDICIRRA,2
sample_84,7/23/2023,EBALIA LAEVIS,3
sample_84,7/23/2023,PAPAWERA ZELANDIAE,0
sample_98,7/23/2023,ISCHADIUM RECURVUM,7
sample_31,7/23/2023,NEPINNOTHERES ,30
sample_82,7/23/2023,ASTARTE UNDATA,38
sample_111,7/23/2023,PROTANYPUS,29
sample_199,7/23/2023,LINOPHERUS CANARIENSIS,0
sample_8,7/23/2023,OXYDROMUS AGILIS,2
sample_137,7/23/2023,NEOTRYPAEA CALIFORNIENSIS,0
sample_178,7/23/2023,ARCUATULA SENHOUSIA,10
sample_160,7/23/2023,CAPRELLA SUBTILIS,62
sample_199,7/23/2023,AMPELISCA CAREYI,37
sample_29,7/23/2023,CHIRONOMUS,32
sample_170,7/23/2023,LYSIDICE UNICORNIS,32
sample_52,7/23/2023,CYCLASPIS ELEGANS,19
sample_17,7/23/2023,CYCLASPIS VARIANS,4
sample_181,7/23/2023,NEPHTYS CILIATA,13
sample_161,7/23/2023,VEJDOVSKYELLA,6
sample_15,7/23/2023,NOTODASUS ORARIA,37
sample_92,7/23/2023,LEUCOTHOE ALATA,10
sample_132,7/23/2023,DORIS VERRUCOSA,63
sample_49,7/23/2023,NEREIS LAMELLOSA,29
sample_39,7/23/2023,GLYCINDE SOLITARIA,11
sample_136,7/23/2023,HETEROCRYPTA GRANULATA,14
sample_172,7/23/2023,CARINOMA MUTABILIS,3
sample_112,6/3/2023,ENNUCULA AEGEENSIS,0
sample_74,6/3/2023,GLYCERA ROUXII,36
sample_191,6/3/2023,OPISTHODONTA TRIDENTATA,35
sample_128,6/3/2023,MYRIANIDA PROLIFERA,4
sample_71,6/3/2023,TRICHOPHOXUS,23
sample_139,6/3/2023,TONICELLA VENUSTA,2
sample_42,6/3/2023,PARVILUCINA TENUISCULPTA,62
sample_163,6/3/2023,ENSIS DIRECTUS,15
sample_164,6/3/2023,UNCIOLA SERRATA,51
sample_45,6/3/2023,PTEROLYSIPPE VANELLI,43
sample_160,6/3/2023,NICOMACHE LUMBRICALIS,11
sample_108,6/3/2023,AOROIDES,14
sample_123,6/3/2023,CYPRIDIDAE,34
sample_27,6/3/2023,MANGELIA ATTENUATA,16
sample_159,6/3/2023,LEPIDEPECREUM LONGICORNIS,14
sample_97,6/3/2023,POECILOCHAETUS MARTINI,10
sample_164,6/3/2023,CUMINGIA CALIFORNICA,3
sample_37,6/3/2023,BUSYCON,3
sample_67,6/3/2023,HYPERETEONE LACTEA,31
sample_84,6/3/2023,NOTOMASTUS LOBATUS,2
sample_130,6/3/2023,PTILANTHURA TENUIS,29
sample_12,6/3/2023,MONTICELLINA DORSOBRANCHIALIS,3
sample_104,6/3/2023,OPHIURA SARSII,29
sample_138,6/3/2023,NEOGYPTIS CRYPTA,6
sample_145,6/3/2023,METACIROLANA,67
sample_55,6/3/2023,LISTRIELLA MOLLIS,20
sample_196,6/3/2023,CLATHROLUCINA COSTATA,64
sample_31,6/3/2023,ORCHOMENELLA,132
sample_78,6/3/2023,PSEUDOSPHYRAPUS ANOMALUS,31
sample_119,6/3/2023,TUBULANUS PELLUCIDUS,20
sample_112,6/3/2023,AMPELISCA BRACHYCLADUS,36
sample_17,9/24/2023,HORNELLIA (METACERADOCUS) TEQUESTAE,57
sample_177,9/24/2023,YOLDIA AEOLICA,24
sample_192,9/24/2023,PARANAITIS POLYNOIDES,120
sample_85,9/24/2023,ACANTHOHAUSTORIUS PANSUS,22
sample_142,9/24/2023,STREPTOSYLLIS VARIANS,35
sample_63,9/24/2023,OPHELIA BOREALIS,6
sample_52,9/24/2023,BEMLOS DENTISCHIUM,105
sample_63,9/24/2023,PASIPHAEA PACIFICA,23
sample_14,9/24/2023,SABACO ELONGATUS,10
sample_36,9/24/2023,NEOLEANIRA TETRAGONA,36
sample_188,9/24/2023,SYLLIDES VERRILLI,4
sample_168,9/24/2023,DIAPHANA MINUTA,17
sample_138,9/24/2023,EXOGONE LONGICORNIS,12
sample_147,9/24/2023,SCOLOPLOS ACUTUS,3
sample_194,9/24/2023,TRACHYPENAEUS,32
sample_193,9/24/2023,EOBROLGUS CHUMASHI,8
sample_41,9/24/2023,VITRINELLIDAE,3
sample_34,9/24/2023,GOODALLIA TRIANGULARIS,3
sample_190,9/24/2023,SOLEMYA PARKINSONII,12
sample_77,9/24/2023,APHELOCHAETA GLANDARIA,14
sample_120,9/24/2023,PSEUDAEGINELLA BISCAYNENSIS,17
sample_45,4/29/2023,NEOSABELLARIA CEMENTARIUM,15
sample_174,4/29/2023,NEPHTYS INCISA,1
sample_18,4/29/2023,PAROUGIA NIGRIDENTATA,68
sample_180,4/29/2023,CHAETOZONE CHRISTIEI,81
sample_199,4/29/2023,VENERUPIS CORRUGATA,269
sample_120,4/29/2023,SPIRONTOCARIS SNYDERI,406
sample_58,7/17/2023,GONIOCUNA DALLI,22
sample_200,7/17/2023,GRAPSIDAE,114
sample_31,7/17/2023,POLYPEDILUM HALTERALE,162
sample_179,7/17/2023,NEASTACILLA FUSIFORMIS,1
sample_51,7/17/2023,PODARKEOPSIS PERKINSI,1
sample_172,7/17/2023,OPHIOCOMINA NIGRA,6
sample_154,7/17/2023,AOROIDES,185
sample_87,7/17/2023,SINOCOROPHIUM ALIENENSE,19
sample_77,7/17/2023,XANTHOIDEA,46
sample_190,7/17/2023,GARI STANGERI,200
sample_6,7/17/2023,LUMBRINERIS CRUZENSIS,157
sample_71,1/19/2023,TURBONILLA SUMNERI,24
sample_23,1/19/2023,HARMOTHOE,19
sample_87,1/19/2023,BALANOGLOSSUS AURANTIACA,13
sample_34,1/19/2023,QUISTADRILUS MULTISETOSUS,0
sample_186,1/19/2023,LEPTOCHITON ,13
sample_25,1/19/2023,IDOTEIDAE,55
sample_138,1/19/2023,PALAEMON NORTHROPI,1
sample_47,1/19/2023,LINOPHERUS MICROCEPHALA,39
sample_186,1/19/2023,SPHAEROSYLLIS CAPENSIS DENSOPAPILLATA,61
sample_196,1/19/2023,TECTONATICA PUSILLA,6
sample_119,1/19/2023,LUMBRINERIS COCCINEA,33
sample_163,1/19/2023,SCOLETOMA FRAGILIS,7
sample_27,1/19/2023,ZEUXO CORALENSIS,11
sample_99,1/19/2023,EURYPLAX NITIDA,12
sample_42,1/19/2023,EUCHONE INCOLOR,6
sample_145,1/19/2023,ARENICOLA CRISTATA,24
sample_27,1/19/2023,MYSIDOPSIS CALIFORNICA,3
sample_73,1/19/2023,SABELLINAE,22
sample_164,1/19/2023,MELINNA ELISABETHAE,2
sample_99,1/19/2023,PAGURUS REDONDOENSIS,0
sample_38,1/19/2023,SCALIBREGMA,4
sample_158,1/19/2023,ELAMENA ,24
sample_146,1/19/2023,PLACOPECTEN MAGELLANICUS,0
sample_3,1/19/2023,PROTULA BALBOENSIS,0
sample_165,1/19/2023,EUNICE PENNATA,19
sample_175,1/19/2023,PERIGLYPTA LISTERI,27
sample_88,1/19/2023,NOTOMASTUS HEMIPODUS,13
sample_60,3/16/2023,PISTA ALATA,25
sample_189,3/16/2023,CERATONEREIS LONGICIRRATA,45
sample_97,3/16/2023,MOLGULA,19
sample_58,3/16/2023,TURRITELLA COMMUNIS,11
sample_32,3/16/2023,ARCHAEOMYSIS GREBNITZKII,29
sample_62,3/16/2023,LINEUS RUBER,19
sample_34,3/16/2023,PSEUDECHINUS ALBOCINCTUS,30
sample_135,3/16/2023,PARAMPHITRITE BIRULAI,58
sample_8,3/16/2023,STYLOCHUS ELLIPTICUS,23
sample_68,3/16/2023,MICRODEUTOPUS,8
sample_122,3/16/2023,TUCETONA LATICOSTATA,0
sample_193,3/16/2023,NUTRICOLA CONFUSA,13
sample_34,3/16/2023,VENERIDA,17
sample_100,3/16/2023,BOORANUS ,4
sample_14,3/16/2023,BATHYPOREIA ELEGANS,28
sample_185,3/16/2023,ASTARTE BOREALIS,10
sample_52,3/16/2023,LEITOSCOLOPLOS FOLIOSUS,61
sample_27,3/16/2023,MALDANE THEODORI,38
sample_71,3/16/2023,GLYCERA OXYCEPHALA,24
sample_7,3/16/2023,FRAGILONEMERTES ROSEA,3
sample_20,3/16/2023,GLYCERIDAE,7
sample_64,3/16/2023,BATEA TRANSVERSA,3
sample_71,3/16/2023,CUSPIDARIA OBESA,18
sample_26,3/16/2023,ARCOPAGIA CRASSA,37
sample_193,3/16/2023,ACANTHOCARDIA PAUCICOSTATA,1
sample_133,3/16/2023,ALITTA,0
sample_184,3/16/2023,EURYPANOPEUS DEPRESSUS,9
sample_150,3/16/2023,HAPLOSTYLUS NORMANI,38
sample_116,3/16/2023,CYCLOCARDIA BOREALIS,1
sample_138,3/16/2023,KINBERGONUPHIS VIRGATA,2
sample_79,3/16/2023,ANTHOZOA,11
sample_189,3/16/2023,AMPITHOE VALIDA,15
sample_194,3/16/2023,MACROCLYMENELLA STEWARTENSIS,22
sample_132,3/16/2023,CHONE MAGNA,23
sample_4,3/16/2023,STYLOCHIDAE,80
sample_150,3/16/2023,MARGARITES SALMONEUS,23
sample_94,3/16/2023,BRISASTER LATIFRONS,29
sample_88,3/16/2023,HAUSTORIUS CANADENSIS,72
sample_125,3/16/2023,NOTOMASTUS LATERICEUS,1
sample_128,3/16/2023,LEPIDASTHENIA,40
sample_139,3/16/2023,PHORONOPSIS HARMERI,10
sample_5,3/16/2023,UPOGEBIA ,47
sample_75,3/16/2023,HAPLOSYLLIS,33
sample_84,3/16/2023,NUCULANA ACUTA,0
sample_145,4/29/2023,LITHOPOMA AMERICANUM,8
sample_79,4/29/2023,PERIPLOMA PLANIUSCULUM,5
sample_75,4/29/2023,YOLDIA SAPOTILLA,1
sample_54,4/29/2023,PARANAITIS POLYNOIDES,5
sample_193,4/29/2023,FOXIPHALUS ALEUTI,11
sample_106,4/29/2023,GONIADIDES CAROLINAE,4
sample_192,4/29/2023,CERATOCEPHALE OCULATA,4
sample_162,4/29/2023,IRUS REFLEXUS,1
sample_199,4/29/2023,SERPULIDAE,10
sample_102,4/29/2023,AMPHIOPLUS (AMPHIOPLUS) ABDITUS,11
sample_139,4/29/2023,SCOLELEPIS KORSUNI,16
sample_160,4/29/2023,ACANTHOCHITONA,0
sample_64,4/29/2023,MAGELONA SACCULATA,24
sample_70,4/29/2023,MALMGRENIELLA NIGRALBA,8
sample_26,4/29/2023,TANEA SAGITTATA,0
sample_72,4/29/2023,MYSTA PICTA,5
sample_113,4/29/2023,MYSIDOPSIS CALIFORNICA,28
sample_43,4/29/2023,MICROSPIO GRANULATA,5
sample_65,4/29/2023,STROMBUS ALATUS,8
sample_17,4/29/2023,PISTA FASCIATA,12
sample_16,4/29/2023,PSEUDOPOTAMILLA ,4
sample_172,4/29/2023,HESPERONOE COMPLANATA,4
sample_156,4/29/2023,MACTROMERIS POLYNYMA,15
sample_59,4/29/2023,PHORONIS OVALIS,1
sample_73,4/29/2023,MALMGRENIELLA BANSEI,12
sample_144,4/29/2023,SCHISTOMERINGOS PECTINATA,1
sample_94,4/29/2023,FLABELLIGERA ,5
sample_18,4/29/2023,COTONOPSIS LAFRESNAYI,0
sample_12,4/29/2023,FOXIPHALUS COGNATUS,11
sample_162,4/29/2023,PETROLISTHES ARMATUS,7
sample_77,4/29/2023,PSEUDECHINUS ALBOCINCTUS,4
sample_193,4/29/2023,THYSANOCARDIA PROCERA,2
sample_94,4/29/2023,HYBOSCOLEX QUADRICINCTA,6
sample_171,4/29/2023,SYLLIS ORTIZI,4
sample_31,4/29/2023,CAECUM JOHNSONI,6
sample_126,4/29/2023,PARAMICRODEUTOPUS MYERSI,0
sample_152,4/29/2023,GLYCERA CAPITATA,17
sample_149,4/29/2023,SYLLIS CORNUTA,2
sample_2,4/29/2023,LAGIS,27
sample_105,4/29/2023,GNATHIIDAE,0
sample_42,4/29/2023,LUMBRINERIDES ACUTA,5
sample_139,4/29/2023,GLYCINDE ,5
sample_120,4/29/2023,TANAISSUS,20
sample_67,4/29/2023,EUDORELLA PUSILLA,3
sample_2,4/29/2023,NEMATOSTELLA VECTENSIS,0
sample_118,4/29/2023,DOSINIA GREYI,31
sample_42,4/29/2023,GOLFINGIA (GOLFINGIA) INIQUA,8
sample_56,4/29/2023,PRAXILLELLA PRAETERMISSA,6
sample_104,4/29/2023,NEASTACILLA FUSIFORMIS,0
sample_78,4/29/2023,PHILINE SCABRA,4
sample_186,4/29/2023,CALLORIA INCONSPICUA,0
sample_103,4/29/2023,DIASTYLOPSIS TENUIS,1
sample_56,4/29/2023,ELECTRA PILOSA,3
sample_15,4/29/2023,TEREBRA,11
sample_73,4/29/2023,EUNICE UNIFRONS,4
sample_192,4/29/2023,MONTACUTA ,1
sample_4,4/29/2023,ALIGENA ELEVATA,10
sample_151,4/17/2023,LAGIS,16
sample_121,4/17/2023,ROMALEON JORDANI,0
sample_84,4/17/2023,EBALIA STIMPSONI,0
sample_198,4/17/2023,JASMINEIRA ELEGANS,51
sample_66,4/17/2023,OPHIOPSILA HARTMEYERI,2
sample_157,4/17/2023,GITANA CALITEMPLADO,1
sample_36,4/17/2023,HEPTACARPUS STIMPSONI,15
sample_78,4/17/2023,FRIGIDOALVANIA CARINATA,56
sample_51,4/17/2023,POLYPEDILUM CONVICTUM,25
sample_113,4/17/2023,YOLDIA MYALIS,2
sample_41,4/17/2023,GLYCERA FALLAX,5
sample_139,4/17/2023,BALANIDAE,8
sample_178,4/17/2023,SPIRORBIS CORRUGATUS,9
sample_188,4/17/2023,SCOLETOMA TENUIS,15
sample_53,4/17/2023,NEPHTYS,21
sample_61,4/17/2023,LOPHOPAGURUS STEWARTI,34
sample_183,4/17/2023,PLATYNEREIS BICANALICULATA,8
sample_80,4/17/2023,PHORONIS OVALIS,11
sample_192,4/17/2023,MYADORA SUBROSTRATA ,1
sample_192,4/17/2023,PEROPHORA VIRIDIS,1
sample_77,4/17/2023,PARANEBALIA LONGIPES,23
sample_12,4/17/2023,GONIADIDES CAROLINAE,26
sample_7,4/17/2023,PISINNA ZOSTEROPHILA,23
